type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_OUT,581399.91,C1513653557,7197.0,0.0,C2087268437,1577252.03,2158651.94,0
CASH_OUT,89216.02,C160349940,0.0,0.0,C1422321715,701347.71,1019279.32,0
CASH_OUT,294226.65,C1096085483,80956.0,0.0,C707240698,90717.57,384944.22,0
CASH_IN,190931.11,C1024295039,398667.0,589598.11,C1831373987,197060.6,6129.49,0
PAYMENT,14070.48,C1838518552,251248.7,237178.22,M714647545,0.0,0.0,0
CASH_IN,45158.48,C406248714,1136741.49,1181899.97,C1690141314,281171.72,236013.23,0
CASH_OUT,175357.11,C810174504,0.0,0.0,C1251928776,1238057.35,1864162.85,0
PAYMENT,35262.71,C1152121298,0.0,0.0,M1759106994,0.0,0.0,0
CASH_IN,6495.58,C1022191553,2266931.12,2273426.7,C892981061,113272.18,106776.6,0
CASH_IN,161274.46,C260505335,1655459.07,1816733.54,C872592585,2147273.51,2479824.8,0
CASH_IN,299105.47,C767070566,25100000.0,25400000.0,C1486434379,1414380.97,1436178.87,0
CASH_IN,334652.89,C1058577775,2098216.92,2432869.81,C1246074457,346255.99,532981.06,0
CASH_IN,28332.86,C1823012757,2405866.74,2434199.61,C458584075,48508.78,20175.92,0
CASH_OUT,164862.52,C2133299021,50962.0,0.0,C265919159,110892.99,0.0,0
CASH_OUT,154743.23,C1690533450,0.0,0.0,C558426511,330180.51,484923.74,0
PAYMENT,5889.88,C957810866,34995.0,29105.12,M1916650653,0.0,0.0,0
PAYMENT,12726.22,C1423318855,0.0,0.0,M1581265723,0.0,0.0,0
CASH_OUT,158022.59,C1294104953,31863.0,0.0,C532306141,289435.34,447457.93,0
PAYMENT,6946.28,C529179500,127.0,0.0,M630299571,0.0,0.0,0
CASH_OUT,144130.06,C1519547297,81198.0,0.0,C854139074,5167101.27,5311231.33,0
PAYMENT,8519.49,C612813956,0.0,0.0,M1794911664,0.0,0.0,0
PAYMENT,13521.56,C1796841640,0.0,0.0,M1165366081,0.0,0.0,0
CASH_OUT,30532.86,C1453409607,0.0,0.0,C60054356,6247718.22,6278251.09,0
CASH_OUT,46751.29,C999659170,8841.0,0.0,C250710791,0.0,46751.29,0
CASH_OUT,209790.37,C1159024281,45510.0,0.0,C1701261765,0.0,776843.77,0
CASH_IN,103285.73,C1155922180,10336.0,113621.73,C2041857577,1211913.07,1108627.34,0
TRANSFER,386395.87,C1436259240,241.0,0.0,C1753655031,21285.0,0.0,0
CASH_OUT,194464.81,C755180855,0.0,0.0,C1958485216,1559101.29,1753566.1,0
TRANSFER,141813.64,C586522845,74945.35,0.0,C1443885742,1201720.56,1093792.53,0
DEBIT,4674.03,C1152554134,11556.0,6881.97,C1261031890,18641.45,23315.48,0
PAYMENT,913.83,C1153095471,0.0,0.0,M127475492,0.0,0.0,0
CASH_IN,174349.75,C551865433,1477.0,175826.75,C331989289,428372.98,254023.23,0
CASH_OUT,95353.06,C2018730137,40457.0,0.0,C2022950462,4921752.59,5017105.65,0
CASH_IN,222716.65,C571962466,39678.0,262394.65,C263871044,178318.94,0.0,0
PAYMENT,3239.99,C442819429,134729.93,131489.94,M894143040,0.0,0.0,0
PAYMENT,8287.32,C1510756716,106105.0,97817.68,M270399218,0.0,0.0,0
PAYMENT,7626.8,C1837527765,509319.0,501692.2,M1876881925,0.0,0.0,0
CASH_OUT,123190.36,C1751981573,10857.0,0.0,C84644884,85341.93,208532.28,0
CASH_IN,44401.77,C1640840346,31071.41,75473.17,C593687035,544396.23,499994.47,0
CASH_IN,221556.55,C429618134,3669296.3,3890852.85,C1073259437,500945.7,450064.6,0
CASH_IN,330811.41,C156189767,4474706.26,4805517.67,C82658741,1090287.8,759476.39,0
PAYMENT,6583.95,C1284512914,30491.0,23907.05,M1610592068,0.0,0.0,0
CASH_IN,12536.38,C1789122947,279526.87,292063.25,C1364836156,39544.56,27008.18,0
PAYMENT,16086.68,C1822944502,273430.19,257343.51,M557753743,0.0,0.0,0
PAYMENT,11677.26,C1788039570,0.0,0.0,M632130915,0.0,0.0,0
PAYMENT,8482.03,C273063902,0.0,0.0,M131008495,0.0,0.0,0
CASH_OUT,425513.01,C1434570092,3831.0,0.0,C1157099915,1369542.13,1795055.14,0
CASH_IN,71048.46,C57365371,1017555.75,1088604.21,C1882512267,1014324.71,943276.24,0
PAYMENT,9109.63,C1745450257,0.0,0.0,M119396445,0.0,0.0,0
CASH_OUT,33795.14,C565349037,232.0,0.0,C1867139643,116046.64,149841.78,0
PAYMENT,3036.88,C1645437035,41398.0,38361.12,M1062528698,0.0,0.0,0
PAYMENT,6654.98,C1473997906,503524.27,496869.29,M935309099,0.0,0.0,0
TRANSFER,876391.63,C1566473883,16553.0,0.0,C1339745512,421968.92,1516677.2,0
CASH_IN,53752.03,C1925203508,3737046.44,3790798.47,C1297215278,920400.9,1138122.84,0
PAYMENT,5528.92,C1283822767,0.0,0.0,M1572414025,0.0,0.0,0
CASH_OUT,307848.97,C1423808859,2377381.29,2069532.32,C240779865,1409762.46,1691873.45,0
CASH_IN,224116.88,C2138193932,3733580.84,3957697.72,C2072795134,306207.59,82090.71,0
TRANSFER,419374.95,C12388854,5128.0,0.0,C26191487,183043.83,602418.78,0
PAYMENT,16937.17,C553923149,28714.0,11776.84,M2033075037,0.0,0.0,0
PAYMENT,9520.21,C1425726912,114767.0,105246.79,M323458499,0.0,0.0,0
PAYMENT,9418.99,C1276256271,234817.0,225398.01,M1946649666,0.0,0.0,0
PAYMENT,21581.17,C1125729460,0.0,0.0,M1256393083,0.0,0.0,0
PAYMENT,10302.94,C837651711,0.0,0.0,M1603139751,0.0,0.0,0
CASH_OUT,14143.12,C1945771831,10529.0,0.0,C405338626,890.0,0.0,0
CASH_OUT,83486.33,C792280490,13355.0,0.0,C702054610,3854181.17,3937667.5,0
CASH_OUT,232912.35,C118516155,0.0,0.0,C165146885,1459990.3,1692902.65,0
CASH_OUT,273799.48,C1360360497,261215.66,0.0,C274387096,31664.0,437737.65,0
PAYMENT,11816.06,C2067634211,23233.0,11416.94,M1091930555,0.0,0.0,0
CASH_OUT,185358.91,C2114904268,0.0,0.0,C2081513565,237612.09,422971.0,0
PAYMENT,11627.95,C1137180115,130532.0,118904.05,M78633883,0.0,0.0,0
PAYMENT,2102.45,C830690994,15685.39,13582.94,M743852822,0.0,0.0,0
TRANSFER,807103.94,C1799961858,970.0,0.0,C353292294,375753.19,1182857.13,0
CASH_OUT,68240.05,C690553720,4342.0,0.0,C717225084,0.0,129909.68,0
CASH_OUT,106212.76,C1764741946,0.0,0.0,C1721892488,3558232.76,3664445.52,0
PAYMENT,3004.02,C1628565502,245950.69,242946.67,M124052479,0.0,0.0,0
CASH_OUT,616822.77,C385561547,121302.0,0.0,C1069659229,0.0,620369.72,0
CASH_OUT,305010.28,C1568353036,52889.0,0.0,C262911569,4140427.69,5010407.93,0
PAYMENT,6528.97,C1365961079,0.0,0.0,M1355246768,0.0,0.0,0
TRANSFER,128505.0,C2090855016,0.0,0.0,C168356446,1907154.21,2150642.85,0
CASH_OUT,336612.3,C1684650722,0.0,0.0,C1787190008,5081467.94,5418080.24,0
CASH_OUT,160139.12,C789145299,10080.0,0.0,C1762804236,0.0,160139.12,0
CASH_OUT,104549.88,C788616543,69846.0,0.0,C74035576,0.0,104549.88,0
PAYMENT,6264.79,C1267985620,26514.09,20249.3,M297305604,0.0,0.0,0
CASH_OUT,224659.2,C9607258,13229.0,0.0,C990530515,321414.79,546074.0,0
CASH_IN,153898.28,C1899605847,0.0,153898.28,C747076584,0.0,0.0,0
CASH_IN,347438.04,C911636714,2996639.5,3344077.54,C1168881368,3378972.77,3031534.73,0
PAYMENT,7197.25,C1554868699,80653.0,73455.75,M299975217,0.0,0.0,0
PAYMENT,3959.13,C1741452139,0.0,0.0,M1904312960,0.0,0.0,0
CASH_OUT,216777.65,C1205376862,0.0,0.0,C125722707,2326918.71,2525455.44,0
PAYMENT,20108.91,C1053106992,0.0,0.0,M1383532869,0.0,0.0,0
CASH_OUT,321367.45,C1751722302,0.0,0.0,C1068488816,403424.75,724792.2,0
CASH_OUT,193719.02,C1122454825,52721.0,0.0,C940951814,3187930.91,3381649.92,0
PAYMENT,16666.09,C1027662260,277470.97,260804.88,M1539731288,0.0,0.0,0
PAYMENT,12371.75,C2086930852,539282.14,526910.4,M1037120152,0.0,0.0,0
CASH_IN,15534.7,C1735013126,9976457.12,9991991.82,C1241115940,604132.7,588598.01,0
CASH_OUT,117211.1,C1852918513,0.0,0.0,C1266618319,619421.91,736633.02,0
CASH_OUT,298125.75,C1699500281,0.0,0.0,C1197312376,3032302.78,3426806.16,0
CASH_OUT,87971.4,C1229858139,372510.0,284538.6,C1536541115,68696.62,156668.02,0
DEBIT,2392.6,C1203548441,0.0,0.0,C1650418040,64791.27,67183.88,0
PAYMENT,10213.75,C1547784924,15702.0,5488.25,M1567240775,0.0,0.0,0
CASH_OUT,309059.01,C1747309127,0.0,0.0,C1806790677,2035812.69,2344871.69,0
TRANSFER,552992.58,C418596296,0.0,0.0,C1538382345,2883095.05,3562910.73,0
CASH_IN,299797.58,C1495580102,5379402.79,5679200.37,C268015485,5101708.93,4751228.68,0
CASH_OUT,199986.52,C1697066791,415472.14,215485.62,C1891996193,6180610.43,6380596.95,0
PAYMENT,6302.46,C1414142527,5229.0,0.0,M141024881,0.0,0.0,0
CASH_OUT,239144.42,C531739488,21432.0,0.0,C1904645675,0.0,516432.52,0
CASH_IN,89053.7,C1398621597,40493.0,129546.7,C185090633,0.0,0.0,0
PAYMENT,7453.79,C559287029,0.0,0.0,M546972026,0.0,0.0,0
CASH_IN,114703.36,C1809591436,4491068.76,4605772.12,C1997859171,421977.22,300656.87,0
CASH_IN,171849.84,C1276231816,9016.0,180865.84,C1260103676,1284307.43,1112457.59,0
PAYMENT,3817.38,C334665740,0.0,0.0,M410012162,0.0,0.0,0
CASH_OUT,157332.59,C226354997,15999.0,0.0,C69331025,154361.66,445492.61,0
TRANSFER,224853.26,C248491814,30320.0,0.0,C1183296866,0.0,224853.26,0
PAYMENT,8241.11,C1378951144,518.0,0.0,M81810393,0.0,0.0,0
PAYMENT,4547.61,C1056510034,0.0,0.0,M1595564705,0.0,0.0,0
PAYMENT,8812.0,C2130942710,50396.0,41584.0,M172054169,0.0,0.0,0
PAYMENT,5179.6,C1813038537,126985.01,121805.41,M1156426929,0.0,0.0,0
CASH_IN,272276.45,C717130600,60176.0,332452.45,C2064495210,63442.0,0.0,0
PAYMENT,2528.51,C213448734,41921.48,39392.97,M974668939,0.0,0.0,0
CASH_IN,45385.23,C110354959,5078104.1,5123489.34,C272415489,904953.29,859568.06,0
CASH_IN,38189.21,C240921061,51544.0,89733.21,C1857797782,48843.86,10654.65,0
CASH_IN,107452.44,C514023739,97496.0,204948.44,C1241363875,0.0,0.0,0
CASH_OUT,113734.3,C524572476,1657326.09,1543591.79,C1088160255,1273185.42,1386919.72,0
TRANSFER,244962.35,C748512063,40045.0,0.0,C1903750476,43714.77,288677.12,0
CASH_OUT,102967.48,C1632402546,0.0,0.0,C12316027,388837.95,491805.44,0
CASH_OUT,87682.78,C1650590970,60113.0,0.0,C1023535667,2838170.18,2925852.96,0
PAYMENT,19809.21,C5869709,220394.04,200584.83,M757578579,0.0,0.0,0
CASH_IN,186946.29,C361146602,690745.1,877691.38,C124023321,246294.33,59348.04,0
CASH_OUT,410007.0,C287341273,21110.0,0.0,C327286561,1804180.59,2214187.59,0
PAYMENT,8840.61,C622929787,11293.0,2452.39,M322934938,0.0,0.0,0
CASH_OUT,102818.45,C1179809769,106693.0,3874.55,C912657395,3892509.04,4177312.05,0
PAYMENT,6929.05,C245773640,101589.58,94660.52,M277950417,0.0,0.0,0
PAYMENT,2771.3,C1359280982,14629.0,11857.7,M2096308987,0.0,0.0,0
CASH_OUT,162239.71,C1926860453,0.0,0.0,C1942565500,209555.57,257504.61,0
TRANSFER,205668.43,C1493310895,0.0,0.0,C102168696,368535.44,574203.87,0
CASH_OUT,21975.12,C574826265,30360.0,8384.88,C467093907,0.0,21975.12,0
CASH_OUT,41037.46,C633491174,0.0,0.0,C1131572187,618244.8,659282.26,0
CASH_IN,22032.95,C644019934,23484.0,45516.95,C1848397205,0.0,0.0,0
CASH_IN,1365.45,C984293412,22500000.0,22500000.0,C527212634,142992.03,141626.59,0
CASH_OUT,410139.37,C133267053,10915.0,0.0,C901558964,1580410.93,1990550.3,0
TRANSFER,840668.3,C709203408,6186.0,0.0,C357044672,1064571.9,1905240.2,0
CASH_IN,127857.04,C1422530016,59711.0,187568.04,C103059188,88100.72,0.0,0
CASH_OUT,21383.93,C557891073,120815.0,99431.07,C1142042374,19229.33,40613.27,0
CASH_OUT,120913.65,C773114093,80230.0,0.0,C711850930,2742318.54,2863232.19,0
CASH_OUT,125195.35,C1521700198,0.0,0.0,C367737667,2160844.43,2286039.77,0
PAYMENT,489.86,C226080665,21499.0,21009.14,M990818220,0.0,0.0,0
CASH_OUT,137068.28,C288273638,0.0,0.0,C2025898903,2173684.06,2310752.33,0
CASH_OUT,23881.91,C535755589,1298750.73,1274868.82,C1234059684,564384.16,588641.6,0
CASH_IN,414557.24,C857223248,2404264.16,2818821.4,C1133797507,1163678.9,749121.67,0
CASH_IN,245981.9,C380172774,21414.0,267395.9,C1663483516,10043.0,84401.97,0
CASH_OUT,228368.2,C121548653,10198.0,0.0,C994128193,144932.75,373300.95,0
PAYMENT,7182.44,C654054452,8043.0,860.56,M1598305298,0.0,0.0,0
PAYMENT,3923.32,C1623187742,281547.13,277623.81,M1024600002,0.0,0.0,0
PAYMENT,16231.91,C1376770256,0.0,0.0,M1170699815,0.0,0.0,0
CASH_OUT,119078.9,C726069327,64209.66,0.0,C1659860461,0.0,119078.9,0
CASH_OUT,184279.51,C22134300,16978.0,0.0,C1467997228,0.0,184279.51,0
DEBIT,11332.98,C830916560,0.0,0.0,C1498789928,854648.25,865981.23,0
PAYMENT,14682.29,C745320416,0.0,0.0,M1387181510,0.0,0.0,0
PAYMENT,6316.38,C568242417,17921.0,11604.62,M1428633571,0.0,0.0,0
TRANSFER,789553.53,C492538373,0.0,0.0,C1540520285,1477882.34,2267435.87,0
PAYMENT,27339.13,C1623195225,146594.6,119255.47,M1118403779,0.0,0.0,0
PAYMENT,7140.44,C655676952,0.0,0.0,M1412837192,0.0,0.0,0
CASH_OUT,47338.35,C330025661,63446.87,16108.52,C869140039,468464.6,542950.5,0
PAYMENT,13229.97,C197689148,0.0,0.0,M860741834,0.0,0.0,0
PAYMENT,11278.96,C1138101039,203699.06,192420.1,M1575357944,0.0,0.0,0
PAYMENT,22986.54,C789150605,0.0,0.0,M1231439733,0.0,0.0,0
PAYMENT,16564.32,C1503480516,17105.0,540.68,M1334687526,0.0,0.0,0
PAYMENT,31577.64,C1149366989,0.0,0.0,M1289409873,0.0,0.0,0
CASH_OUT,247797.83,C1494919316,4598.29,0.0,C1834863702,2344943.86,2467789.68,0
CASH_OUT,112296.87,C1657034494,16491.0,0.0,C1567372422,0.0,89097.73,0
PAYMENT,21426.41,C2112975249,162.0,0.0,M1458510832,0.0,0.0,0
CASH_OUT,47692.61,C1879734952,0.0,0.0,C2120199856,71040.09,118732.7,0
PAYMENT,19930.75,C814910983,0.0,0.0,M1497262690,0.0,0.0,0
PAYMENT,2903.56,C169079034,112.0,0.0,M1766922636,0.0,0.0,0
CASH_OUT,203520.45,C861242483,4453.0,0.0,C1128042717,387766.95,591287.4,0
PAYMENT,265.43,C649812486,0.0,0.0,M362597210,0.0,0.0,0
PAYMENT,5111.44,C1568985977,0.0,0.0,M383269362,0.0,0.0,0
CASH_IN,49972.4,C2130583385,1112717.66,1162690.06,C2042515866,4532111.28,8116477.38,0
CASH_OUT,244148.51,C309509736,0.0,0.0,C708054672,1078217.92,1322366.43,0
CASH_OUT,5460002.91,C1588880909,5460002.91,0.0,C1570256460,0.0,9281535.44,1
CASH_OUT,273933.64,C1541060371,788.0,0.0,C1679201715,4292460.12,4566393.76,0
PAYMENT,12487.59,C1206036581,583942.33,571454.74,M130846878,0.0,0.0,0
PAYMENT,3999.78,C416074909,98265.24,94265.46,M750641238,0.0,0.0,0
CASH_OUT,272202.93,C1918329448,0.0,0.0,C639803264,389684.0,960165.14,0
CASH_IN,341778.69,C2795337,74392.22,416170.91,C1692066743,7651210.64,7389060.63,0
TRANSFER,23671.99,C1572183066,21167.0,0.0,C560829524,2644166.3,2557494.0,0
PAYMENT,4646.17,C1417432149,607269.16,602622.99,M1241611662,0.0,0.0,0
CASH_OUT,212505.31,C889857358,199306.64,0.0,C579487575,1649808.29,1862313.59,0
PAYMENT,3999.76,C941658505,21971.0,17971.24,M1105309898,0.0,0.0,0
CASH_IN,43071.84,C711409723,16593.0,59664.84,C329524856,48288.49,54443.34,0
PAYMENT,9808.37,C927198020,11253.0,1444.63,M1458406698,0.0,0.0,0
PAYMENT,26404.23,C1096289730,71453.69,45049.46,M42360102,0.0,0.0,0
PAYMENT,11960.56,C1099806869,31639.0,19678.44,M659980975,0.0,0.0,0
CASH_OUT,304171.49,C2035433350,0.0,0.0,C311896135,1110917.43,1415088.92,0
CASH_IN,381048.8,C510170168,21957.0,403005.8,C1498008026,166290.83,0.0,0
CASH_OUT,272598.1,C1148067695,0.0,0.0,C467394160,1762366.99,2034965.08,0
PAYMENT,18002.38,C1061780923,388352.93,370350.55,M2109369795,0.0,0.0,0
CASH_OUT,200637.1,C1095746263,0.0,0.0,C1601763697,544338.31,673035.34,0
CASH_IN,323873.23,C1824079543,26437.3,350310.53,C314199968,488791.82,164918.59,0
CASH_OUT,363319.11,C1063049214,322.0,0.0,C1488948271,495499.78,858818.89,0
CASH_OUT,492523.24,C1986491285,205071.0,0.0,C798678484,4841106.98,5987018.09,0
CASH_OUT,42202.14,C2033893075,0.0,0.0,C1185591715,107935.84,150137.98,0
CASH_OUT,60871.47,C1327452681,0.0,0.0,C1682576062,310863.08,421959.79,0
CASH_IN,103008.24,C1141317884,24000000.0,24100000.0,C1760117918,321127.35,218119.12,0
PAYMENT,2012.08,C831473649,9930.87,7918.79,M151060420,0.0,0.0,0
CASH_OUT,424221.76,C1666791959,112821.33,0.0,C121523915,3001603.48,3425825.24,0
PAYMENT,21258.0,C2144877096,0.0,0.0,M856517621,0.0,0.0,0
TRANSFER,285247.29,C614123789,0.0,0.0,C482618046,361245.67,1013823.04,0
CASH_OUT,182760.51,C870505753,40224.0,0.0,C1280674427,827562.18,1010322.69,0
CASH_OUT,20536.16,C2077318614,0.0,0.0,C1568703436,64649.31,85185.46,0
CASH_IN,60258.61,C1930652033,3985384.18,4045642.78,C1708173368,2224293.31,1835765.61,0
PAYMENT,11737.72,C212346713,68010.0,56272.28,M2001437872,0.0,0.0,0
CASH_IN,188445.31,C2018090840,7612094.79,7800540.1,C2012362433,9796172.81,9819631.83,0
CASH_OUT,144372.23,C1868015600,1084.0,0.0,C316486913,3277953.95,3422326.17,0
PAYMENT,5517.34,C113260382,108230.0,102712.66,M166177953,0.0,0.0,0
CASH_OUT,177255.54,C916353311,0.0,0.0,C840767489,316343.99,506475.03,0
CASH_IN,259397.56,C1380912481,3017243.85,3276641.41,C1989592028,2722454.81,3071900.33,0
CASH_OUT,145945.53,C397892567,0.0,0.0,C423350771,931454.32,1077399.85,0
PAYMENT,8316.31,C1471809632,21002.24,12685.93,M1204174991,0.0,0.0,0
PAYMENT,14680.3,C1793246785,59538.38,44858.08,M531283271,0.0,0.0,0
CASH_OUT,104938.23,C2130933564,51385.0,0.0,C1089290893,1150078.16,1255016.39,0
CASH_OUT,146458.17,C1938632628,303821.81,157363.64,C76500199,995718.7,1142176.87,0
CASH_OUT,140653.02,C1234308849,0.0,0.0,C1715607429,414930.57,555583.59,0
PAYMENT,7741.24,C2033548577,2231153.42,2223412.18,M1795384758,0.0,0.0,0
CASH_OUT,178447.82,C278238823,120165.0,0.0,C1892101612,148330.82,505747.58,0
TRANSFER,258084.86,C432775902,0.0,0.0,C1124297167,1206796.54,1464881.4,0
CASH_IN,163939.64,C764260894,5975167.5,6139107.14,C392424605,5605055.18,5441115.54,0
CASH_OUT,183634.29,C741495312,2708.0,0.0,C177991311,3918636.11,4102270.39,0
PAYMENT,3974.77,C79197602,232310.0,228335.23,M220422913,0.0,0.0,0
CASH_OUT,287723.05,C2117414715,11558.0,0.0,C1344195521,705133.18,992856.23,0
CASH_IN,229118.17,C1522299216,233219.23,462337.4,C1789278476,858092.87,628974.69,0
CASH_IN,3964.86,C821835980,8527.0,12491.86,C515132998,776179.51,4460317.7,0
CASH_OUT,757231.39,C1416940105,71136.0,0.0,C1593029711,0.0,656832.08,0
CASH_OUT,298051.1,C1365995298,191167.0,0.0,C548604120,0.0,938734.86,0
CASH_OUT,271985.62,C1733679556,0.0,0.0,C1566158153,7599136.37,10400000.0,0
PAYMENT,18083.26,C1593176662,208881.36,190798.1,M2067322180,0.0,0.0,0
CASH_IN,14503.64,C1356714816,12800000.0,12800000.0,C1271946127,21346.14,6842.49,0
CASH_IN,92553.68,C423934422,7882447.01,7975000.68,C80589386,193670.81,115515.74,0
CASH_OUT,61722.23,C1569499332,180420.0,118697.77,C1729332663,0.0,61722.23,0
DEBIT,198.22,C920725481,10853.0,10654.78,C148665287,1361310.5,1721187.33,0
DEBIT,2457.96,C161950919,66274.72,63816.77,C9383664,2710673.75,2713131.7,0
CASH_OUT,67478.02,C1742808358,0.0,0.0,C1600512192,123534.5,191012.52,0
PAYMENT,9417.92,C722504379,4127.0,0.0,M105174456,0.0,0.0,0
PAYMENT,7151.86,C1992073549,0.0,0.0,M2014415741,0.0,0.0,0
TRANSFER,852964.81,C1821264934,151.0,0.0,C229288573,0.0,852964.81,0
PAYMENT,2272.46,C1141783782,0.0,0.0,M1047000562,0.0,0.0,0
TRANSFER,710633.77,C186922534,23800.94,0.0,C322662467,2539554.44,3250188.21,0
CASH_OUT,273500.71,C987708279,0.0,0.0,C35534346,1495410.63,2015476.01,0
CASH_IN,1700.35,C1449239237,844.0,2544.35,C513411231,0.0,0.0,0
PAYMENT,867.51,C162818895,0.0,0.0,M311760347,0.0,0.0,0
CASH_IN,44213.12,C1705446656,2731993.1,2776206.22,C1227790476,1174555.52,1130342.4,0
TRANSFER,309088.97,C467465797,0.0,0.0,C1105086478,0.0,434824.73,0
PAYMENT,3299.07,C1554266488,153590.0,150290.93,M1937451251,0.0,0.0,0
CASH_OUT,42781.89,C808603557,61329.84,18547.95,C1526401615,1251917.23,1531456.92,0
CASH_IN,235230.97,C405851401,61854.0,297084.97,C1079215584,10483.0,0.0,0
PAYMENT,742.7,C102552280,0.0,0.0,M600916254,0.0,0.0,0
CASH_OUT,416237.8,C1029916160,19916.0,0.0,C1439457291,323613.8,739851.6,0
CASH_IN,1387.0,C1514792927,706638.0,708025.0,C78767310,16709.92,0.0,0
TRANSFER,16338.22,C307352744,0.0,0.0,C479263037,282493.22,298831.44,0
CASH_IN,240713.34,C1125027811,4229141.43,4469854.77,C1282768511,2296263.37,2055550.03,0
PAYMENT,12.83,C1914284628,200083.0,200070.17,M1958107949,0.0,0.0,0
PAYMENT,6642.59,C1954238332,20555.78,13913.19,M489850003,0.0,0.0,0
PAYMENT,14770.79,C843906724,20037.0,5266.21,M80281517,0.0,0.0,0
CASH_IN,143939.37,C1836710029,51054.0,194993.37,C865050605,0.0,0.0,0
CASH_IN,265537.03,C33593517,16799.0,282336.03,C134219506,0.0,0.0,0
CASH_IN,222499.61,C1479378539,7979055.71,8201555.32,C1003872245,788364.07,114686.09,0
CASH_IN,95636.18,C1058534808,2490834.76,2586470.94,C1073717127,2218396.17,2122759.99,0
CASH_OUT,400301.59,C871355998,65037.0,0.0,C384264129,2625772.18,3515175.09,0
PAYMENT,3694.28,C1642284435,4725.36,1031.07,M300344003,0.0,0.0,0
PAYMENT,2121.28,C712545425,168366.77,166245.49,M924503231,0.0,0.0,0
TRANSFER,1206076.75,C1992857550,0.0,0.0,C1626267345,2191592.67,3397669.42,0
PAYMENT,7564.27,C1919928578,24265.36,16701.09,M1339722004,0.0,0.0,0
CASH_OUT,143541.86,C2061992237,0.0,0.0,C685141421,332479.86,476021.71,0
CASH_OUT,262603.42,C324423573,2321.0,0.0,C1550393379,0.0,402744.05,0
PAYMENT,3108.39,C824551113,0.0,0.0,M1640766267,0.0,0.0,0
PAYMENT,14679.46,C1997544031,62992.33,48312.88,M758142673,0.0,0.0,0
CASH_OUT,186059.29,C499928928,109240.0,0.0,C1358868821,864752.72,1050812.0,0
PAYMENT,31036.99,C1070025666,0.0,0.0,M1631268491,0.0,0.0,0
PAYMENT,8864.13,C1926815691,0.0,0.0,M347861214,0.0,0.0,0
TRANSFER,707405.04,C1991981974,0.0,0.0,C1319670697,2966521.83,3673926.87,0
PAYMENT,35605.19,C2111952745,0.0,0.0,M191886397,0.0,0.0,0
PAYMENT,14407.69,C1087546375,276271.79,261864.1,M635798367,0.0,0.0,0
PAYMENT,3674.27,C821055839,391.0,0.0,M1387441537,0.0,0.0,0
CASH_OUT,101574.26,C1290298545,0.0,0.0,C208224670,150765.59,252339.86,0
TRANSFER,1105114.76,C1047247558,142003.0,0.0,C464451704,223844.96,1110864.89,0
CASH_OUT,40021.73,C1928913608,0.0,0.0,C1522522420,1856492.81,1896514.54,0
CASH_OUT,188792.29,C147189269,30836.0,0.0,C259373099,244432.67,525402.19,0
CASH_OUT,67045.22,C705491529,26211.0,0.0,C1459827011,1551569.69,1618614.9,0
CASH_OUT,182578.55,C958111268,24502.3,0.0,C190013704,212927.79,428618.67,0
TRANSFER,586983.89,C1971867037,20356.0,0.0,C2013238187,0.0,586983.89,0
PAYMENT,5094.22,C268587404,0.0,0.0,M2112118546,0.0,0.0,0
PAYMENT,19150.48,C1275808638,0.0,0.0,M238274556,0.0,0.0,0
TRANSFER,1168138.85,C1779868378,12236.0,0.0,C806394080,1008904.96,2177043.81,0
CASH_OUT,126496.22,C1775310233,119.0,0.0,C2129345330,747186.91,873683.13,0
PAYMENT,4112.57,C1778817687,158638.0,154525.43,M746420433,0.0,0.0,0
CASH_OUT,221190.29,C769158198,400271.87,179081.58,C330275881,1992776.15,2213966.44,0
CASH_OUT,441076.56,C2942398,196295.56,0.0,C1255024717,18900000.0,19000000.0,0
PAYMENT,10041.53,C571725884,43464.29,33422.76,M322654450,0.0,0.0,0
CASH_IN,92156.76,C124903454,11100000.0,11200000.0,C371271246,1058788.72,1450719.44,0
CASH_OUT,90361.97,C1695940925,0.0,0.0,C1568538856,257594.0,984424.07,0
CASH_IN,148806.09,C1090942616,21855.0,170661.09,C799943560,0.0,0.0,0
PAYMENT,6931.18,C726763952,139465.02,132533.83,M1872890601,0.0,0.0,0
PAYMENT,15310.95,C1556384181,20695.0,5384.05,M1343710518,0.0,0.0,0
TRANSFER,716040.44,C487860208,0.0,0.0,C539517785,1733971.34,2450011.79,0
TRANSFER,2511647.23,C1801561264,0.0,0.0,C1674899618,7494755.93,10000000.0,0
CASH_OUT,193635.01,C175758324,0.0,0.0,C414205222,2061887.08,2341228.9,0
PAYMENT,14267.97,C977312615,0.0,0.0,M1227924887,0.0,0.0,0
PAYMENT,2360.78,C796865005,0.0,0.0,M1139107558,0.0,0.0,0
PAYMENT,987.39,C2029010053,0.0,0.0,M723872542,0.0,0.0,0
PAYMENT,7561.71,C63923770,0.0,0.0,M989013930,0.0,0.0,0
PAYMENT,1811.04,C1108658361,0.0,0.0,M703475876,0.0,0.0,0
CASH_OUT,67065.4,C1153694697,114147.0,47081.6,C1917600826,81845.75,148911.15,0
PAYMENT,18080.93,C1640438768,60.0,0.0,M747435181,0.0,0.0,0
